query,cluster,type,n_chars,n_tokens,mean_tok_len,frac_latin,frac_digit,frac_vowel,max_char_run,dict_coverage,mean_edit_dist,oddness
лимончела,2,искажённое слово,9,1,9.0,0.0,0.0,0.4444444444444444,1,0.0,0.3333333333333333,5.7664323022656365
скраб,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.2,1,1.0,0.0,5.77702900809988
йоргу,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,7.129823715908831
персил,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.070585357862698
энни,4,норма · удвоенная буква,4,1,4.0,0.0,0.0,0.5,2,1.0,0.0,6.075220680217219
кулька,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.8332021448237725
lasagne,0,латиница,7,1,7.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
дед тостовый,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,5.85807610356711
moti,0,латиница,4,1,4.0,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
энергетик,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.411463275161436
черный перц,9,фраза с искажением,11,2,5.0,0.0,0.0,0.3,1,0.5,0.2,6.6268662930532
попить с собой,1,норма · 2 слова,14,3,4.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.114696794450387
салями миланская,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4666666666666667,1,1.0,0.0,5.822038361192468
творожная масса эго,4,норма · удвоенная буква,19,3,5.666666666666667,0.0,0.0,0.47058823529411764,2,1.0,0.0,6.4804163661620215
грец,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.25,1,1.0,0.0,6.7418402303148515
чипсы с pringles,1,норма · 2 слова,16,3,4.666666666666667,0.5714285714285714,0.0,0.3333333333333333,1,1.0,0.0,6.743975991369808
апельсин,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.375,1,1.0,0.0,6.310070029512768
герметик,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.375,1,1.0,0.0,5.789011886626827
теста слон,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.703608397649893
сок7,8,запрос с числом,4,1,3.0,0.0,0.25,0.3333333333333333,1,1.0,0.0,5.3027583302352745
корм влажная,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.036177165600534
мака,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.017655733272118
тай,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.842960417704466
одежда,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,5.489361578044468
сыр плавленым,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.231080349352499
пармкхан,2,искажённое слово,8,1,8.0,0.0,0.0,0.25,1,0.0,0.25,6.9200855689521275
olmi,0,латиница,4,1,4.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
о паласе,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.5714285714285714,1,1.0,0.0,5.637986073756104
твороженнаяьмасса,10,искажённое слово · вставки/удвоения,17,1,17.0,0.0,0.0,0.4117647058823529,2,0.0,0.47058823529411764,6.152367282943878
итальянские при,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.818837185691693
кетчуп,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,7.039823871841384
мойар,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.3333333333333333,7.322171819263499
харчл,2,искажённое слово,5,1,5.0,0.0,0.0,0.2,1,0.0,0.2,8.35793611544027
степплер,10,искажённое слово · вставки/удвоения,8,1,8.0,0.0,0.0,0.25,2,0.0,0.25,6.2416878787871735
сыр в  нарезке,4,норма · удвоенная буква,14,3,3.6666666666666665,0.0,0.0,0.36363636363636365,2,1.0,0.0,5.854888238090779
пластик,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,1.0,0.0,5.53271403719627
суп курица,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.205434626237433
мраморная мясо,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,6.199231347906113
грехи,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.906924344409923
иогурт,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.16666666666666666,6.1314043656820845
круассан с курицей и салатом цезарь,7,норма · фраза,35,6,5.0,0.0,0.0,0.4,2,1.0,0.0,6.56234103529631
засыпай,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.15018502118145
хлеб традиц,9,фраза с искажением,11,2,5.0,0.0,0.0,0.3,1,0.5,0.25,6.976140062971471
масло оливкой,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.837285273548779
мажжит,10,искажённое слово · вставки/удвоения,6,1,6.0,0.0,0.0,0.3333333333333333,2,0.0,0.3333333333333333,6.347174896442119
мультифрукт,5,норма · длинные слова,11,1,11.0,0.0,0.0,0.2727272727272727,1,1.0,0.0,6.521245682232524
прингл,2,искажённое слово,6,1,6.0,0.0,0.0,0.16666666666666666,1,0.0,0.3333333333333333,6.1140858428349345
питихайя,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.125,6.480459128690268
калбаса,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.14285714285714285,5.617203529904691
кол,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,4.927365177374687
пасхальный агнец,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,7.442703957676901
курасан,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2857142857142857,5.687059564212355
для дача,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.140439689676888
с лососем,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,5.592270809627767
kморожен,2,искажённое слово,8,1,8.0,0.125,0.0,0.42857142857142855,1,0.0,0.0,5.238410780766318
шамп то,9,фраза с искажением,7,2,3.0,0.0,0.0,0.3333333333333333,1,0.5,0.25,6.331443989149441
торт  сникерс,4,норма · удвоенная буква,13,2,5.5,0.0,0.0,0.2727272727272727,2,1.0,0.0,5.852309970436118
готовая блюда,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.5,1,1.0,0.0,5.9460651675386575
риет,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.448190331791509
творог pierre,4,норма · удвоенная буква,13,2,6.0,0.5,0.0,0.3333333333333333,2,1.0,0.0,5.409734144983369
выпечка,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.075431868280305
кисадтлия,2,искажённое слово,9,1,9.0,0.0,0.0,0.4444444444444444,1,0.0,0.3333333333333333,6.315319301837261
чупа чуть,9,фраза с искажением,9,2,4.0,0.0,0.0,0.375,1,0.5,0.25,7.2645256150467095
сырники готовое,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.5,1,1.0,0.0,5.420394579730161
яблочныйуксус,2,искажённое слово,13,1,13.0,0.0,0.0,0.38461538461538464,1,0.0,0.38461538461538464,6.59799316122354
фанта,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,6.0801306885871265
виног,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.2,5.648667721518787
терка крупная,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.984391124060575
энергктик,2,искажённое слово,9,1,9.0,0.0,0.0,0.3333333333333333,1,0.0,0.1111111111111111,6.603881364501642
шампунь tresemmé,4,норма · удвоенная буква,16,2,7.0,0.4666666666666667,0.0,0.2857142857142857,2,1.0,0.0,6.9190871766053
шоколадное яйцо,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.5,1,1.0,0.0,6.396446137915688
корм для кошек,1,норма · 2 слова,14,3,4.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.397487181422335
вспенивател,2,искажённое слово,11,1,11.0,0.0,0.0,0.36363636363636365,1,0.0,0.08333333333333333,5.876847798851942
творог pra,1,норма · 2 слова,10,2,4.5,0.3333333333333333,0.0,0.3333333333333333,1,0.5,0.0,5.409734144983369
грудка г,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.2857142857142857,1,1.0,0.0,6.211911841716528
сок из,1,норма · 2 слова,6,2,2.5,0.0,0.0,0.4,1,1.0,0.0,5.382839275196815
формочки для ке,9,фраза с искажением,15,3,4.333333333333333,0.0,0.0,0.38461538461538464,1,0.6666666666666666,0.3333333333333333,6.247587531126706
без сахара,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.401503288861169
кашемировые носки,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.5,1,1.0,0.0,5.320654780242773
джалеби,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.42857142857142855,6.251641503101517
фундуковый пекан,9,фраза с искажением,16,2,7.5,0.0,0.0,0.4,1,0.5,0.3,6.322146448433561
чупс,2,искажённое слово,4,1,4.0,0.0,0.0,0.25,1,0.0,0.25,6.9910990915384845
вода сенежская лимон и мята,7,норма · фраза,27,5,4.6,0.0,0.0,0.4782608695652174,1,1.0,0.0,5.9788750096961865
tina,0,латиница,4,1,4.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
тетрадь б,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.25,1,1.0,0.0,6.914667658362005
нутрилак смесь аран,9,фраза с искажением,19,3,5.666666666666667,0.0,0.0,0.35294117647058826,1,0.6666666666666666,0.5,6.942391618185962
хлеб готовое,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.45454545454545453,1,1.0,0.0,6.387101520749791
libresse,11,латиница · удвоения,8,1,8.0,1.0,0.0,0.0,2,1.0,0.0,16.123358179532573
ritter да,4,норма · удвоенная буква,9,2,4.0,0.75,0.0,0.5,2,1.0,0.0,4.9639071988787755
не молоко,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.5,1,1.0,0.0,5.389871124650323
ароматизатор для туалет,7,норма · фраза,23,3,7.0,0.0,0.0,0.47619047619047616,1,1.0,0.0,5.792309794277359
albert сыр,1,норма · 2 слова,10,2,4.5,0.6666666666666666,0.0,0.3333333333333333,1,0.5,0.0,5.815402877927328
освежит,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.971447392052347
стиральный порошок у,7,норма · фраза,20,3,6.0,0.0,0.0,0.3888888888888889,1,1.0,0.0,5.961290248816073
грудки цыпленка бройлера,7,норма · фраза,24,3,7.333333333333333,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.0756938975312105
минераль,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.125,5.576691329707734
рыба а сол,9,фраза с искажением,10,3,2.6666666666666665,0.0,0.0,0.5,1,0.6666666666666666,0.25,6.489307436188067
на перец,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.306386109520087
вафельный пломбир самокат,7,норма · фраза,25,3,7.666666666666667,0.0,0.0,0.34782608695652173,1,1.0,0.0,6.136948334898395
парфюмерия женская,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.47058823529411764,1,1.0,0.0,5.866373485809962
диазолин,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.5,6.058748528800997
смуз,2,искажённое слово,4,1,4.0,0.0,0.0,0.25,1,0.0,0.2,6.470251885276644
сочная грудка,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.734154521132775
курные крылья,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.84746088785351
buskin,0,латиница,6,1,6.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
жевательная резинка,5,норма · длинные слова,19,2,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.759250804890324
для уборки,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.275390107712686
чуп,2,искажённое слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,7.507646481603511
тантум,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,6.259801764422057
my swee,11,латиница · удвоения,7,2,3.0,1.0,0.0,0.0,2,0.5,0.0,16.123358179532573
конфеты для детей,7,норма · фраза,17,3,5.0,0.0,0.0,0.4,1,1.0,0.0,6.0858307920625645
с трубочки,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.611765823458102
молоко coconut,5,норма · длинные слова,14,2,6.5,0.5384615384615384,0.0,0.5,1,1.0,0.0,5.02396487992485
кольасп,2,искажённое слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,0.0,0.2857142857142857,7.119200096314396
к матчу,1,норма · 2 слова,7,2,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,7.553614445828989
смайк 32,8,запрос с числом,8,1,5.0,0.0,0.25,0.2,1,1.0,0.0,6.199411313386693
первый вкус,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,6.491251459356295
мороженое oreo,5,норма · длинные слова,14,2,6.5,0.3076923076923077,0.0,0.5555555555555556,1,1.0,0.0,4.977870337409678
панпрс,2,искажённое слово,6,1,6.0,0.0,0.0,0.16666666666666666,1,0.0,0.5,6.880724473090841
вода лечебная,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.5,1,1.0,0.0,5.646695038232561
открытка на 23,8,запрос с числом,14,2,5.0,0.0,0.14285714285714285,0.4,1,1.0,0.0,5.665032341161321
для снятия  лака,4,норма · удвоенная буква,16,3,4.333333333333333,0.0,0.0,0.46153846153846156,2,1.0,0.0,5.977594186780615
йогурт греческий,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.739069374595838
энзимная,3,норма · 1 слово,8,1,8.0,0.0,0.0,0.5,1,1.0,0.0,6.8616611780559245
презики,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2857142857142857,5.370327507624742
перекись водорода,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.4375,1,1.0,0.0,5.990664028934155
мороженое haas,4,норма · удвоенная буква,14,2,6.5,0.3076923076923077,0.0,0.5555555555555556,2,1.0,0.0,4.977870337409678
veet,11,латиница · удвоения,4,1,4.0,1.0,0.0,0.0,2,1.0,0.0,16.123358179532573
фонарик для маникюра,7,норма · фраза,20,3,6.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.56891384049801
филе куриное,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.5454545454545454,1,1.0,0.0,5.816001719825916
мороженое ведерко,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.5,1,1.0,0.0,5.418077551567421
сердце ку,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,6.774019298164884
паувер банк,9,фраза с искажением,11,2,5.0,0.0,0.0,0.4,1,0.5,0.42857142857142855,6.581236733256048
читос,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.3333333333333333,5.673290357314957
лук репчатый красный,7,норма · фраза,20,3,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.1483943482768595
молочный коктейль по,7,норма · фраза,20,3,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.0170285831522445
детский стира,9,фраза с искажением,13,2,6.0,0.0,0.0,0.3333333333333333,1,0.5,0.16666666666666666,5.525309376386354
чтиабатта,10,искажённое слово · вставки/удвоения,9,1,9.0,0.0,0.0,0.4444444444444444,2,0.0,0.1111111111111111,6.893277375748932
сок апельсиновый,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4,1,1.0,0.0,5.62751222982525
dannisimo,11,латиница · удвоения,9,1,9.0,1.0,0.0,0.0,2,0.0,0.0,16.123358179532573
радуга же,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.5,1,1.0,0.0,6.038487431199189
terre,11,латиница · удвоения,5,1,5.0,1.0,0.0,0.0,2,0.0,0.0,16.123358179532573
черешн,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.14285714285714285,6.709053760380113
выпечка с корицей,7,норма · фраза,17,3,5.0,0.0,0.0,0.4,1,1.0,0.0,5.908152126582509
оливки шт,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,5.943723632478665
крем гель для интимной,7,норма · фраза,22,4,4.75,0.0,0.0,0.3157894736842105,1,1.0,0.0,6.520703646236756
картофель пюре с котлетой,7,норма · фраза,25,4,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.186692857511124
сгущенное молока,4,норма · удвоенная буква,16,2,7.5,0.0,0.0,0.4666666666666667,2,1.0,0.0,5.83803788216383
сандалии 44,8,запрос с числом,11,1,8.0,0.0,0.18181818181818182,0.5,2,1.0,0.0,5.74393777947732
